orbit_lat,orbit_lon,orbit_alt_km,power_battery_pct,power_solar_efficiency,power_fuel_pct,thermal_temp_c,compute_cpu_pct,compute_mem_pct,comms_signal_dbm,comms_snr_db,comms_noise_floor_db,comms_frequency_mhz,comms_latency_ms,comms_packet_loss_pct,command_seq_delta,auth_token_is_valid,security_auth_failures_last_min,security_active_sessions,label
0.0846,0.0567,549.92,86.593,0.909,75.933,21.282,33.513,48.164,-84.28646629398509,12.710306311179803,-92.70601344668766,2245.422,314.43466666666666,2.7516666666666665,1,1,0,1,comm_link_degradation
0.0848,0.0568,549.83,86.941,0.897,75.948,20.729,27.257,48.214,-82.61269183859102,13.75244186631781,-93.54855921700869,2245.445,319.2737777777778,2.727444444444444,1,1,0,1,comm_link_degradation
0.0849,0.0569,549.86,87.383,0.899,75.934,21.142,27.782,49.538,-83.15602336713376,15.761833637646177,-92.6795179093933,2245.466,312.72288888888886,2.724222222222222,1,1,0,1,comm_link_degradation
0.085,0.057,549.91,87.517,0.888,75.95,20.989,32.376,47.904,-85.34972536656598,15.038393981979587,-92.71728255365801,2245.449,315.361,2.8580000000000005,1,1,0,1,comm_link_degradation
0.0852,0.0571,549.87,87.459,0.892,75.97,20.778,32.9,47.988,-86.08056427258184,13.848750917852588,-94.2365583519441,2245.446,305.1781111111111,2.4987777777777778,1,1,0,1,comm_link_degradation
0.0853,0.0572,549.89,87.35,0.883,75.975,20.324,31.986,48.511,-84.39355349460948,14.63396760690276,-94.90904450046924,2245.477,311.38022222222224,2.521555555555556,1,1,0,1,comm_link_degradation
0.0855,0.0573,549.96,87.008,0.893,75.994,21.922,27.951,49.2,-83.67459753773137,13.790840887219698,-94.95433404021834,2245.5,323.91133333333335,2.6783333333333337,1,1,0,1,comm_link_degradation
0.0856,0.0574,549.93,87.456,0.906,75.995,22.269,29.16,48.134,-83.5756172401518,12.199797148312785,-94.44717006605416,2245.486,327.7964444444445,2.6481111111111115,1,1,0,1,comm_link_degradation
0.0857,0.0574,549.93,88.198,0.904,75.998,22.324,26.799,47.179,-83.27736663479793,12.562710515127208,-93.93143852504424,2245.538,331.1195555555555,2.6188888888888893,1,1,0,1,comm_link_degradation
0.0857,0.0575,549.94,88.043,0.917,76.007,22.204,26.814,49.584,-82.35453432513877,11.650903095763452,-94.81797934780293,2245.491,343.29366666666664,2.6946666666666665,1,1,0,1,comm_link_degradation
0.0858,0.0575,550.0,87.65,0.924,75.998,22.248,27.504,49.684,-83.41563266291499,11.736124054304861,-93.91873540944519,2245.493,327.8737777777778,2.6214444444444442,1,1,0,1,comm_link_degradation
0.0859,0.0575,549.97,87.54,0.899,76.002,21.982,29.721,47.793,-82.87893949795128,12.643166223728254,-94.38864240293988,2245.484,325.7878888888889,2.246222222222222,1,1,0,1,comm_link_degradation
0.0859,0.0576,549.99,87.549,0.905,76.005,21.483,29.647,45.538,-82.89890952505057,12.064616232468062,-93.07469485454219,2245.495,336.999,2.1399999999999997,1,1,0,1,comm_link_degradation
0.086,0.0576,549.94,87.288,0.895,76.016,21.288,29.098,46.263,-84.35206371185913,13.542622568132865,-94.1506188220616,2245.499,321.23611111111114,2.4267777777777777,1,1,0,1,comm_link_degradation
0.0861,0.0577,549.97,87.299,0.902,76.021,21.112,28.428,47.901,-85.85364471666904,12.932963759643217,-94.58756357470418,2245.489,317.55622222222223,2.531555555555556,1,1,0,1,comm_link_degradation
0.0861,0.0577,549.96,87.671,0.9,76.02,21.547,29.41,48.194,-84.75343391289363,11.095219881181292,-94.77566784191394,2245.532,320.6973333333333,2.352333333333333,1,1,0,1,comm_link_degradation
0.0862,0.0578,550.01,87.985,0.912,76.008,22.426,35.607,45.344,-85.04006033419806,10.349789625581701,-93.20865408489686,2245.536,321.97344444444445,2.3191111111111113,1,1,0,1,comm_link_degradation
0.0863,0.0578,550.0,87.248,0.911,75.976,21.908,35.311,45.143,-86.18125335540132,10.70898007394836,-94.93540222080344,2245.549,328.74755555555555,2.1818888888888885,1,1,0,1,comm_link_degradation
0.0863,0.0579,550.03,87.173,0.919,76.007,21.992,33.82,44.204,-86.77337492716168,12.942274704825252,-93.82858474669226,2245.535,308.95166666666665,2.1136666666666666,1,1,0,1,comm_link_degradation
0.0864,0.0579,549.98,87.498,0.925,76.042,21.934,31.769,45.054,-86.1774713318047,12.959600475791223,-94.02305298490205,2245.517,304.7997777777778,2.1874444444444445,1,1,0,1,comm_link_degradation
0.0864,0.0579,550.01,87.172,0.909,76.023,21.624,36.07,45.703,-86.28526135555846,13.138226365802044,-94.90886836260846,2245.513,303.7408888888889,2.211222222222222,1,1,0,1,comm_link_degradation
0.0865,0.058,549.98,87.358,0.91,76.041,22.372,35.256,48.763,-86.89763747987044,12.45313933209529,-95.22826395103,2245.53,304.11199999999997,2.3600000000000003,1,1,0,1,comm_link_degradation
0.0866,0.058,549.97,87.66,0.91,76.023,22.248,34.63,50.418,-86.31344941824808,13.103360726475518,-96.31332092352463,2245.525,323.1901111111111,2.436777777777778,1,1,0,1,comm_link_degradation
0.0866,0.0581,549.95,87.285,0.923,76.032,21.841,34.105,53.024,-86.39377365516671,12.832029939913276,-95.90140651281975,2245.522,319.8692222222222,2.2615555555555553,1,1,0,1,comm_link_degradation
0.0867,0.0581,549.97,87.003,0.92,76.017,22.581,36.134,53.305,-87.23904141914892,11.297875011006173,-95.79296111065364,2245.545,329.8043333333333,2.1983333333333333,1,1,0,1,comm_link_degradation
0.0868,0.0582,549.99,87.106,0.918,76.034,22.549,35.784,54.143,-85.32621984287134,10.013692549547558,-96.09002376641271,2245.56,343.85144444444444,2.1381111111111113,1,1,0,1,comm_link_degradation
0.0868,0.0582,550.0,87.506,0.919,76.048,22.316,33.082,52.418,-83.14673431235536,10.878695551561092,-96.58141907078635,2245.582,335.3755555555556,2.293888888888889,1,1,0,1,comm_link_degradation
0.0869,0.0583,550.01,87.539,0.932,76.013,22.029,31.611,49.866,-82.80602258243123,12.3040260153503,-96.09087167164834,2245.555,332.4626666666666,2.1166666666666667,1,1,0,1,comm_link_degradation
0.087,0.0583,550.05,87.395,0.913,76.053,21.334,32.741,51.884,-84.10701347867439,12.676483031964132,-95.38602759708658,2245.536,323.62277777777774,2.2424444444444447,1,1,0,1,comm_link_degradation
0.087,0.0583,550.03,86.634,0.91,76.046,21.244,31.001,52.055,-82.776002079013,12.258274022235772,-95.42238725735257,2245.526,320.64088888888887,2.422222222222222,1,1,0,1,comm_link_degradation
0.0871,0.0584,550.03,86.84,0.898,76.035,21.835,33.609,50.559,-81.00767710634086,12.402474841478767,-95.06371435670968,2245.518,322.4,2.308,1,1,0,1,comm_link_degradation
0.0872,0.0584,549.98,87.148,0.903,76.01,21.369,33.326,49.184,-82.23969553359726,12.972563775457978,-94.61884527116318,2245.515,330.4681111111111,2.302777777777778,1,1,0,1,comm_link_degradation
0.0872,0.0585,550.0,86.756,0.911,76.019,21.465,36.258,50.696,-82.83869834613256,10.94502840016641,-94.66393715332865,2245.528,336.01922222222225,2.2845555555555555,1,1,0,1,comm_link_degradation
0.0873,0.0585,550.1,86.529,0.933,76.021,21.093,35.005,50.405,-83.06450955165673,11.135484224668218,-94.75205127786042,2245.548,333.9533333333334,2.1333333333333333,1,1,0,1,comm_link_degradation
0.0874,0.0586,550.16,86.587,0.936,75.989,20.425,34.199,50.633,-83.3053421481588,11.43446198648474,-94.999034769289,2245.524,330.78144444444445,2.136111111111111,1,1,0,1,comm_link_degradation
0.0874,0.0586,550.14,86.777,0.938,75.979,20.673,38.238,50.818,-84.09363496235414,12.56455655510019,-94.96677941465747,2245.508,337.00555555555553,2.138888888888889,1,1,0,1,comm_link_degradation
0.0875,0.0587,550.13,87.274,0.939,75.927,20.511,38.197,53.763,-84.14193714167769,12.141392523265807,-94.44788017948017,2245.498,323.61966666666666,2.3056666666666668,1,1,0,1,comm_link_degradation
0.0876,0.0587,550.13,87.284,0.928,75.907,20.784,36.504,53.878,-83.93528529012607,13.830206619898313,-95.07119701728992,2245.494,315.89077777777777,2.341444444444445,1,1,0,1,comm_link_degradation
0.0876,0.0587,550.13,87.625,0.922,75.934,20.518,35.409,55.394,-85.13475210238337,13.813029094359155,-93.5268134409366,2245.466,343.3458888888889,2.527222222222222,1,1,0,1,comm_link_degradation
0.0877,0.0588,550.16,87.471,0.917,75.98,20.887,36.353,51.299,-85.6127855967221,12.899303603657245,-93.95632351891025,2245.466,340.654,2.4790000000000005,1,1,0,1,comm_link_degradation
0.0878,0.0588,550.19,87.025,0.919,75.99,21.245,37.439,51.631,-84.12479398826203,13.154237243310904,-94.19825744714929,2245.445,337.7631111111111,2.455777777777778,1,1,0,1,comm_link_degradation
0.0878,0.0589,550.21,86.938,0.914,75.981,21.845,36.52,52.339,-84.52378843786978,12.624949112365695,-94.6508491569924,2245.43,344.1832222222222,2.5985555555555555,1,1,0,1,comm_link_degradation
0.0879,0.0589,550.19,87.278,0.925,75.98,22.792,37.665,53.49,-83.99018943754322,11.812627569482403,-94.53630799815203,2245.42,338.67633333333333,2.467333333333334,1,1,0,1,comm_link_degradation
0.0879,0.0589,550.16,86.736,0.891,75.993,22.023,37.849,53.762,-82.61491966242875,11.869976061963799,-94.63678381719448,2245.419,330.31744444444445,2.4781111111111116,1,1,0,1,comm_link_degradation
0.088,0.059,550.11,86.597,0.905,75.96,21.808,35.377,51.623,-83.11973362483114,12.04649118711055,-93.67192769721798,2245.421,331.68255555555555,2.4178888888888888,1,1,0,1,comm_link_degradation
0.0881,0.059,550.12,86.047,0.907,75.958,21.348,34.815,50.523,-84.31785595256234,11.628153372739455,-93.52180826676536,2245.457,340.52066666666667,2.386666666666667,1,1,0,1,comm_link_degradation
0.0881,0.0591,550.11,86.375,0.907,75.978,21.225,38.414,50.752,-83.81830154623536,12.483254308969153,-93.89947536735409,2245.434,335.2777777777778,2.2704444444444447,1,1,0,1,comm_link_degradation
0.0882,0.0591,550.13,86.393,0.899,75.984,20.956,37.175,52.088,-83.7380220191236,11.980468462626677,-94.13267743964843,2245.447,338.80988888888885,2.199222222222222,1,1,0,1,comm_link_degradation
0.0883,0.0592,550.03,86.268,0.9,76.005,21.044,38.572,50.922,-84.33754221466097,10.647190248963863,-94.34685442843592,2245.458,341.888,2.3729999999999998,1,1,0,1,comm_link_degradation
0.0883,0.0592,550.04,86.495,0.892,76.001,20.852,35.416,50.676,-85.53245676755868,11.985997529197515,-94.77513559914776,2245.49,341.9101111111111,2.3367777777777774,1,1,0,1,comm_link_degradation
0.0884,0.0592,550.1,86.321,0.896,75.986,21.27,35.535,50.034,-86.8493315719797,11.49824113181139,-94.59437129320516,2245.491,335.88222222222225,2.2915555555555556,1,1,0,1,comm_link_degradation
0.0884,0.0593,550.09,86.645,0.897,75.972,21.585,36.208,52.73,-86.91431978039518,10.575430044562102,-94.4270040618112,2245.487,341.61733333333336,2.201333333333333,1,1,0,1,comm_link_degradation
0.0885,0.0593,550.02,86.794,0.919,75.981,21.212,36.859,52.515,-88.6446237352726,11.759513768375326,-93.44991252457551,2245.493,353.97344444444445,2.310111111111111,1,1,0,1,comm_link_degradation
0.0886,0.0594,549.98,87.085,0.916,75.986,21.628,34.799,52.321,-90.07821632339865,11.045064929035451,-93.21133318862783,2245.522,347.20455555555554,2.3148888888888886,1,1,0,1,comm_link_degradation
0.0886,0.0594,549.98,86.98,0.903,75.973,21.454,33.778,52.589,-88.77065451715525,12.276998055911319,-92.96413029681474,2245.504,347.42366666666663,2.1936666666666667,1,1,0,1,comm_link_degradation
0.0887,0.0595,549.94,86.749,0.902,75.954,21.463,33.522,48.998,-89.84351943678216,12.610983349884025,-92.44510394004686,2245.525,336.4957777777778,2.3214444444444444,1,1,0,1,comm_link_degradation
0.0888,0.0595,550.0,86.764,0.909,75.969,21.054,32.989,50.494,-90.56667212147654,12.467691978647693,-91.88669948919834,2245.494,327.9938888888889,2.1972222222222224,1,1,0,1,comm_link_degradation
0.0888,0.0595,549.95,86.859,0.914,75.977,20.599,37.11,48.063,-87.97153392471708,12.926094335171545,-93.08111061009548,2245.493,325.014,2.4669999999999996,1,1,0,1,comm_link_degradation
0.0889,0.0596,550.07,87.388,0.907,76.011,21.253,38.197,48.305,-89.85737663135454,12.219282958609208,-93.46119539624962,2245.53,322.5781111111111,2.702777777777778,1,1,0,1,comm_link_degradation
0.0889,0.0596,550.12,87.039,0.9,76.02,20.729,37.991,49.165,-88.6660268168178,11.172063736493715,-93.63075956710183,2245.502,323.5082222222222,2.711555555555555,1,1,0,1,comm_link_degradation
0.089,0.0597,550.14,87.024,0.912,76.002,19.813,35.208,48.174,-88.49060366889678,10.066828023790476,-93.13753087583986,2245.507,325.9603333333333,2.8233333333333333,1,1,0,1,comm_link_degradation
0.0891,0.0597,550.17,86.918,0.91,75.99,19.768,34.448,46.353,-87.42973854110168,11.933804004873886,-93.79380748848347,2245.525,329.80344444444444,2.7001111111111107,1,1,0,1,comm_link_degradation
0.0891,0.0597,550.23,87.272,0.919,75.96,20.038,30.91,48.044,-87.70109886576054,12.58590912065328,-92.78242029998037,2245.528,345.81755555555554,2.488888888888889,1,1,0,1,comm_link_degradation
0.0892,0.0598,550.18,87.266,0.936,75.962,20.201,33.656,46.265,-84.86874858120403,13.316532199315677,-92.65346897939536,2245.516,342.0366666666667,2.720666666666667,1,1,0,1,comm_link_degradation
0.0893,0.0598,550.14,87.333,0.936,75.927,19.953,34.671,46.863,-84.0504090465058,12.995890196463371,-91.75344357144034,2245.515,329.1017777777778,2.6884444444444444,1,1,0,1,comm_link_degradation
0.0893,0.0599,550.12,86.478,0.925,75.963,20.646,35.176,46.585,-82.4282263310159,12.637460727009401,-92.58494138405146,2245.484,332.8548888888889,2.7282222222222225,1,1,0,1,comm_link_degradation
0.0894,0.0599,550.17,86.485,0.904,75.965,20.086,36.164,47.133,-82.17119377311272,11.864634836055544,-93.27198444549487,2245.463,342.459,2.388,1,1,0,1,comm_link_degradation
0.0895,0.06,550.11,86.722,0.905,75.94,19.896,35.821,50.214,-83.4964508012428,12.783046312528155,-93.19061376672589,2245.458,343.7771111111111,2.439777777777778,1,1,0,1,comm_link_degradation
0.0895,0.06,550.15,86.827,0.916,75.935,20.136,34.577,48.381,-83.96244057582483,12.91431141654373,-93.59996601577257,2245.476,330.2622222222222,2.3735555555555554,1,1,0,1,comm_link_degradation
0.0896,0.06,550.2,87.272,0.929,75.929,20.17,33.96,47.608,-83.29618623938185,12.578845710274546,-93.18781966168271,2245.447,326.90833333333336,2.344333333333334,1,1,0,1,comm_link_degradation
0.0896,0.0601,550.22,86.658,0.943,75.944,19.947,33.59,47.778,-82.37104380296535,11.635262990547895,-92.9107747800297,2245.461,323.73844444444444,2.4991111111111106,1,1,0,1,comm_link_degradation
0.0897,0.0601,550.2,86.831,0.931,75.949,20.315,31.38,46.898,-81.7918555782005,11.955026162596956,-93.29071530372535,2245.458,336.9605555555556,2.5508888888888888,1,1,0,1,comm_link_degradation
0.0898,0.0602,550.2,86.628,0.927,75.953,20.713,33.74,49.432,-84.2981079618825,13.308926122472196,-93.96195596455729,2245.492,332.26866666666666,2.5126666666666666,1,1,0,1,comm_link_degradation
0.0898,0.0602,550.14,87.187,0.911,75.957,20.53,34.207,52.616,-84.68331767751043,12.424523543105783,-93.9772341244931,2245.537,334.3017777777778,2.5764444444444443,1,1,0,1,comm_link_degradation
0.0899,0.0603,550.06,87.377,0.901,75.969,20.473,37.855,52.806,-84.96021205830723,14.393055524219134,-93.58616205668652,2245.518,326.4618888888889,2.4992222222222225,1,1,0,1,comm_link_degradation
0.09,0.0603,550.08,87.182,0.918,75.959,20.805,38.891,54.038,-83.73278354615154,15.216576462189593,-92.21033731534425,2245.502,342.657,2.6940000000000004,1,1,0,1,comm_link_degradation
0.09,0.0603,549.97,87.333,0.932,75.937,21.352,35.325,55.468,-82.40843454751914,15.09707575394082,-92.40595055136095,2245.476,349.0931111111111,2.4417777777777774,1,1,0,1,comm_link_degradation
0.0901,0.0604,549.93,87.209,0.942,75.938,21.12,38.087,52.8,-84.61279127136557,15.293021275530094,-91.98584947977346,2245.457,340.59822222222226,2.4155555555555557,1,1,0,1,comm_link_degradation
0.0901,0.0604,549.99,87.381,0.923,75.963,20.527,38.446,52.44,-84.70185150846626,14.442027003827922,-92.25157646274276,2245.471,342.03333333333336,2.6423333333333336,1,1,0,1,comm_link_degradation
0.0902,0.0605,549.95,87.263,0.93,75.969,20.34,36.875,50.922,-85.59162821005877,14.251525793867861,-93.18101967380768,2245.462,345.9894444444444,2.6651111111111105,1,1,0,1,comm_link_degradation
0.0903,0.0605,549.96,87.301,0.94,75.981,20.515,36.747,52.33,-83.27501813294239,13.706441585793616,-93.01637219889389,2245.421,343.52455555555554,2.755888888888889,1,1,0,1,comm_link_degradation
0.0903,0.0605,549.95,86.908,0.933,75.978,20.868,35.803,53.272,-84.07030903133584,13.134602464649628,-93.32635267133183,2245.428,347.63966666666664,2.5096666666666665,1,1,0,1,comm_link_degradation
0.0904,0.0606,549.99,87.306,0.927,75.981,21.045,34.674,52.084,-82.22253004108849,13.452501205617178,-93.3148113864273,2245.418,344.4977777777778,2.5974444444444442,1,1,0,1,comm_link_degradation
0.0905,0.0606,549.93,87.583,0.933,75.997,20.873,36.056,50.861,-80.96528717841178,12.548927268950676,-92.64697191380527,2245.467,324.7368888888889,2.5252222222222223,1,1,0,1,comm_link_degradation
0.0905,0.0607,550.0,87.452,0.912,75.988,20.217,38.905,48.781,-82.64800395956449,13.083903863768555,-93.61877168055543,2245.48,336.29600000000005,2.4360000000000004,1,1,0,1,comm_link_degradation
0.0906,0.0607,550.03,87.223,0.905,75.991,20.742,39.346,48.84,-81.43726153539117,12.735256844953042,-93.64925850057031,2245.462,335.9011111111111,2.618777777777778,1,1,0,1,comm_link_degradation
0.0907,0.0608,550.04,87.01,0.919,75.979,21.713,40.457,50.001,-82.8414854894987,11.55588639939078,-94.05762128505056,2245.487,333.3212222222222,2.659555555555556,1,1,0,1,comm_link_degradation
0.0907,0.0608,550.06,86.813,0.925,75.98,22.009,36.076,49.317,-84.09224978654586,11.906173170729765,-94.45720932770382,2245.465,337.95433333333335,2.401333333333333,1,1,0,1,comm_link_degradation
0.0908,0.0608,550.05,86.93,0.917,75.989,22.204,38.93,50.222,-84.21515978655914,11.467364261306846,-94.3183430914677,2245.479,342.7704444444444,2.2861111111111114,1,1,0,1,comm_link_degradation
0.091,0.061,550.1,87.155,0.93,75.964,21.958,42.025,47.517,-84.49710574051439,11.07393252319417,-93.58479703356514,2245.495,349.4405555555556,2.379888888888889,1,1,0,1,comm_link_degradation
0.0911,0.0611,550.09,87.444,0.93,75.992,22.278,41.602,48.82,-85.3948742716728,10.085008511885222,-93.07475050372413,2245.507,349.5286666666667,2.5606666666666666,1,1,0,1,comm_link_degradation
0.0912,0.0611,550.05,87.667,0.917,75.991,21.691,40.905,49.29,-86.60499885083662,12.661988925879093,-93.69408490681872,2245.565,354.0007777777778,2.5664444444444445,1,1,0,1,comm_link_degradation
0.0915,0.0613,550.05,87.577,0.92,75.997,21.798,41.359,48.381,-85.45128420734562,12.959341714363648,-93.14627445882707,2245.559,363.53088888888885,2.449222222222222,1,1,0,1,comm_link_degradation
0.0916,0.0614,550.04,87.005,0.918,75.982,21.815,39.363,46.837,-84.78174161691972,12.282892181139907,-92.23046006685551,2245.558,352.83,2.543,1,1,0,1,comm_link_degradation
0.0916,0.0614,550.06,86.895,0.929,75.973,21.452,37.634,45.694,-85.11537972492766,12.383682381156706,-92.66574687069745,2245.609,361.6951111111111,2.4977777777777774,1,1,0,1,comm_link_degradation
0.0917,0.0615,550.08,87.046,0.933,75.973,21.335,41.156,45.262,-83.7357389034266,13.761657456874484,-94.24396870640243,2245.585,354.4102222222222,2.6855555555555557,1,1,0,1,comm_link_degradation
0.0918,0.0615,549.94,87.0,0.926,75.99,20.816,41.501,45.974,-83.70316040655443,13.814939645081527,-93.2902948421356,2245.555,355.04833333333335,2.5333333333333337,1,1,0,1,comm_link_degradation
0.0919,0.0616,549.96,86.494,0.926,75.983,20.498,40.276,46.501,-81.68219667700954,13.086498709507541,-93.77382515169509,2245.521,359.91844444444445,2.5411111111111113,1,1,0,1,comm_link_degradation
0.0919,0.0616,549.96,86.837,0.927,75.991,20.15,39.534,46.978,-82.57216401163676,12.763115436524899,-93.95141641431248,2245.55,364.0805555555555,2.433888888888889,1,1,0,1,comm_link_degradation
0.092,0.0617,550.04,86.499,0.936,75.978,20.942,40.837,45.645,-82.89537227311996,13.11151599751867,-94.19748744393684,2245.533,356.8906666666667,2.5216666666666665,1,1,0,1,comm_link_degradation
0.0921,0.0617,550.08,86.698,0.94,75.985,21.471,43.764,46.884,-83.77140252482386,12.922347347254785,-95.40560311521901,2245.534,352.45177777777775,2.7784444444444447,1,1,0,1,comm_link_degradation
0.0921,0.0617,550.1,87.548,0.94,75.984,21.161,44.441,46.378,-82.98966487657903,13.001696080948879,-94.49837431467485,2245.559,350.3878888888889,2.602222222222222,1,1,0,1,comm_link_degradation
0.0923,0.0619,550.08,87.586,0.91,75.961,21.344,41.228,46.852,-84.59756256679374,13.297187182171113,-93.9263848211567,2245.562,349.593,2.912,1,1,0,1,comm_link_degradation
0.0924,0.0619,550.11,87.245,0.898,75.947,21.135,43.033,45.83,-84.14486489004862,12.068467376419168,-93.18633672609522,2245.542,352.64411111111116,3.1017777777777775,1,1,0,1,comm_link_degradation
0.0925,0.062,550.15,86.989,0.888,75.936,21.473,46.061,45.854,-84.38124899561265,12.78014397507003,-92.44957381415203,2245.542,343.27622222222226,2.736555555555556,1,1,0,1,comm_link_degradation
0.0925,0.062,550.11,87.013,0.903,75.962,21.662,45.066,47.305,-84.24192478771839,11.6065685184687,-91.9037619247477,2245.558,339.2493333333333,2.9643333333333333,1,1,0,1,comm_link_degradation
0.0926,0.0621,550.14,86.669,0.896,75.96,22.486,41.912,45.021,-85.28089394275072,10.900485677119502,-92.41224804128157,2245.585,342.8664444444444,3.0251111111111113,1,1,0,1,comm_link_degradation
0.0926,0.0621,550.15,86.543,0.912,75.986,22.638,40.43,42.208,-83.04114059483433,9.872823729302512,-91.89142961126483,2245.562,337.4725555555556,2.865888888888889,1,1,0,1,comm_link_degradation
0.0927,0.0621,550.14,86.633,0.904,75.984,22.218,35.869,42.472,-83.26993896706384,10.729858742523366,-91.73305994496889,2245.571,330.4216666666667,2.7366666666666672,1,1,0,1,comm_link_degradation
0.0928,0.0622,550.15,86.398,0.895,75.974,22.371,34.29,41.567,-85.66707053914584,11.359013138857689,-91.8039610069809,2245.561,329.0947777777778,2.827444444444444,1,1,0,1,comm_link_degradation
0.0928,0.0622,550.08,86.591,0.913,75.942,21.941,35.521,43.33,-86.40095961388177,11.332370337066227,-91.3603320374094,2245.548,318.6878888888889,2.9752222222222224,1,1,0,1,comm_link_degradation
0.0929,0.0623,550.1,86.682,0.9,75.933,21.704,35.5,44.237,-86.97294282925463,10.333936065851018,-92.18130025997765,2245.537,314.311,2.9539999999999997,1,1,0,1,comm_link_degradation
0.093,0.0623,550.18,86.815,0.901,75.915,21.366,36.5,45.224,-85.08343975248862,11.231308581300393,-92.12275377060271,2245.536,305.5101111111111,3.0217777777777775,1,1,0,1,comm_link_degradation
0.093,0.0624,550.17,86.995,0.889,75.914,20.907,32.312,47.425,-87.37919604157176,12.338774788338084,-91.4169588604727,2245.549,309.75522222222224,3.0035555555555558,1,1,0,1,comm_link_degradation
0.0931,0.0624,550.1,87.526,0.888,75.95,20.994,32.814,47.856,-86.65925058525221,14.624582565987367,-92.30202171321105,2245.545,309.64433333333335,2.878333333333333,1,1,0,1,comm_link_degradation
0.0932,0.0624,550.07,87.723,0.889,75.957,20.504,33.47,46.28,-86.46679664510035,13.814263359541414,-91.26004302372559,2245.502,306.35044444444446,2.592111111111111,1,1,0,1,comm_link_degradation
0.0932,0.0625,550.07,87.968,0.903,75.977,20.949,35.192,46.822,-86.9625094918482,13.93289908496892,-91.58274857708804,2245.49,308.7505555555556,2.656888888888889,1,1,0,1,comm_link_degradation
0.0933,0.0625,550.08,87.855,0.915,76.008,20.56,34.4,46.27,-85.66786229611228,12.940133761469003,-91.70484296582414,2245.479,310.21666666666664,2.788666666666667,1,1,0,1,comm_link_degradation
0.0934,0.0626,550.12,87.771,0.913,76.017,21.319,35.832,47.124,-84.80955908481087,12.547475248614722,-93.10327206500956,2245.495,315.16277777777776,2.751444444444444,1,1,0,1,comm_link_degradation
0.0934,0.0626,550.14,88.161,0.911,76.005,20.977,38.56,45.502,-83.98753423835367,11.874628511494029,-93.56636219026753,2245.48,314.76888888888885,2.929222222222222,1,1,0,1,comm_link_degradation
0.0935,0.0627,550.16,87.787,0.902,76.029,21.325,37.545,45.404,-84.44831445756942,13.133338929354165,-93.04104664658834,2245.501,321.496,2.7179999999999995,1,1,0,1,comm_link_degradation
0.0935,0.0627,550.15,87.557,0.903,76.041,21.061,36.026,46.766,-86.14271007425721,13.408493056516788,-92.55619456483242,2245.488,330.2151111111111,2.747777777777778,1,1,0,1,comm_link_degradation
0.0936,0.0627,550.05,87.462,0.907,75.997,21.179,35.871,47.266,-85.92645836931283,14.105679682616426,-92.90688358586456,2245.506,338.3092222222222,2.6715555555555555,1,1,0,1,comm_link_degradation
0.0937,0.0628,550.09,87.351,0.933,75.984,20.607,34.88,46.459,-84.6911862520162,13.835154884693672,-93.11067711387204,2245.517,315.97333333333336,2.538333333333333,1,1,0,1,comm_link_degradation
0.0938,0.0628,550.13,87.455,0.933,75.962,21.495,36.414,47.662,-84.99474501883475,13.71355345212962,-93.50396800033253,2245.521,329.6744444444444,2.638111111111111,1,1,0,1,comm_link_degradation
0.0938,0.0629,550.18,88.037,0.925,75.949,21.243,35.623,49.389,-83.97864737649292,13.649001135849689,-92.71203619354281,2245.502,331.29855555555554,2.646888888888889,1,1,0,1,comm_link_degradation
0.0939,0.0629,550.11,88.245,0.941,75.984,20.59,36.725,46.777,-85.17213917531325,14.449414834701432,-93.25014390312101,2245.491,337.70866666666666,2.7176666666666667,1,1,0,1,comm_link_degradation
0.094,0.063,550.19,88.11,0.951,76.006,20.414,40.636,45.088,-86.11138174681246,13.833068183777101,-92.07487702173651,2245.507,346.88177777777776,2.8634444444444442,1,1,0,1,comm_link_degradation
0.094,0.063,550.22,88.098,0.954,75.985,21.19,41.111,43.208,-85.66016829856636,13.80064236991645,-92.30614458435016,2245.497,338.0358888888889,2.4722222222222228,1,1,0,1,comm_link_degradation
0.0941,0.0631,550.17,87.832,0.96,76.005,21.117,41.199,43.57,-84.84073673725028,12.430577613045449,-92.54485099550081,2245.495,344.677,2.548,1,1,0,1,comm_link_degradation
0.0942,0.0631,550.1,87.244,0.946,75.997,20.844,39.295,44.935,-84.52371174435295,13.172127010198201,-92.45716437725683,2245.507,351.14311111111107,2.684777777777778,1,1,0,1,comm_link_degradation
0.0944,0.0632,550.08,87.239,0.961,75.989,20.787,39.669,45.679,-85.6481368767737,12.288409899696228,-91.44660990594049,2245.522,345.5272222222222,2.7475555555555555,1,1,0,1,comm_link_degradation
0.0945,0.0633,550.0,87.065,0.954,75.982,20.967,40.053,45.491,-85.98409780654177,13.303974414820695,-90.79233179980963,2245.536,344.76933333333335,2.9153333333333333,1,1,0,1,comm_link_degradation
0.0946,0.0634,550.07,87.262,0.953,75.981,21.134,41.548,44.052,-87.33147645012059,12.761290628068013,-91.93412116063575,2245.528,345.31944444444446,2.931111111111111,1,1,0,1,comm_link_degradation
0.0946,0.0634,550.06,87.873,0.955,76.003,21.393,37.569,46.1,-88.1219079691965,13.439736789205547,-92.98129974821754,2245.541,345.82955555555554,2.9208888888888893,1,1,0,1,comm_link_degradation
